objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,associated_names,identifier,cabinet,drawer,box,bag,type_point,material,material_source,length (mm),width (mm),thickness (mm),weight (g),count,source,language,rights,rightsstatement,student initials,publish,GGOI,original_format,type,format,object_comments,group,display_template,object_location,image_small,image_thumb,extension,box_num,folder_number,archival_item,id_num,multiple_num,last,matching_objects
ce_cc_d2_905_model,,Ce.905 Model,"Crabtree, Donald ""Don"" E.",1940,1940,yes,stemmed,experimental artifacts; lithics,,CE_CC_D2_905_model,C,2,N/A,N/A,projectile point,obsidian,"Glass Butte, Oregon",35.91,18.28,5.19,2.1,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,"yes",artifact,InteractiveResource;3DObject,,,model,3d_model,https://objects.lib.uidaho.edu/crabtree/CE_CC_D2_905_model.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_cc_d2_905_model_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cc_d2_905_model_th.jpg,jpg,CC,D2,,905,,,CE_CC_D2_905_model.jpg
ce_cc_d2_905_model_mtl,ce_cc_d2_905_model,,,,,,,,,CE_CC_D2_905_model,,,,,,,,,,,,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,,,,model/mtl,,artifact,3d_model_child,https://objects.lib.uidaho.edu/crabtree/CE_CC_D2_905_model.mtl,,,mtl,CC,D2,,905,,,CE_CC_D2_905_model.mtl
ce_cc_d2_905_model_obj,ce_cc_d2_905_model,,,,,,,,,CE_CC_D2_905_model,,,,,,,,,,,,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,,,,model/obj,,artifact,3d_model_child,https://objects.lib.uidaho.edu/crabtree/CE_CC_D2_905_model.obj,,,obj,CC,D2,,905,,,CE_CC_D2_905_model.obj
ce_cc_d2_905_model_stl,ce_cc_d2_905_model,,,,,,,,,CE_CC_D2_905_model,,,,,,,,,,,,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,,,,model/stl,,artifact,3d_model_child,https://objects.lib.uidaho.edu/crabtree/CE_CC_D2_905_model.stl,,,stl,CC,D2,,905,,,CE_CC_D2_905_model.stl
ce_cc_d2_905_model_x3d,ce_cc_d2_905_model,,,,,,,,,CE_CC_D2_905_model,,,,,,,,,,,,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,,,,model/x3d,,artifact,3d_model_child,https://objects.lib.uidaho.edu/crabtree/CE_CC_D2_905_model.x3d,,,x3d,CC,D2,,905,,,CE_CC_D2_905_model.x3d
ce_cc_d3_4355-a,,Ce.4355,"Crabtree, Donald ""Don"" E.",1930,1930-50,yes,Corner notched,experimental artifacts; lithics,,CE_CC_D3_4355-a,C,3,N/A,N/A,projectile point,obsidian,"Pocatello, Idaho",,,,,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CC_D3_4355-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cc_d3_4355-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cc_d3_4355-a_th.jpg,JPG,CC,D3,,4355-a,a,,CE_CC_D3_4355-a.JPG
ce_cc_d3_4355-b,ce_cc_d3_4355-a,Ce.4355,"Crabtree, Donald ""Don"" E.",1930,1930-50,yes,Corner notched,experimental artifacts; lithics,,CE_CC_D3_4355-b,C,3,N/A,N/A,projectile point,obsidian,"Pocatello, Idaho",,,,,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CC_D3_4355-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cc_d3_4355-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cc_d3_4355-b_th.jpg,JPG,CC,D3,,4355-b,b,,CE_CC_D3_4355-b.JPG
ce_cc_d3_7152-a,,Ce.7152,"Crabtree, Donald ""Don"" E.",,N/A,,Prismatic,experimental artifacts; lithics,,CE_CC_D3_7152-a,C,3,N/A,N/A,,,N/A,,,,,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CC_D3_7152-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cc_d3_7152-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cc_d3_7152-a_th.jpg,JPG,CC,D3,,7152-a,a,,CE_CC_D3_7152-a.JPG
ce_cc_d3_7152-b,ce_cc_d3_7152-a,Ce.7152,"Crabtree, Donald ""Don"" E.",,N/A,,Prismatic,experimental artifacts; lithics,,CE_CC_D3_7152-b,C,3,N/A,N/A,,,N/A,,,,,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CC_D3_7152-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cc_d3_7152-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cc_d3_7152-b_th.jpg,JPG,CC,D3,,7152-b,b,,CE_CC_D3_7152-b.JPG
ce_cc_d3_919-a,,Ce.919,"Crabtree, Donald ""Don"" E.",1940,1940,yes,"Side notched, broken. Was previously glued, when it separated is unknown",experimental artifacts; lithics,,CE_CC_D3_919-a,C,3,N/A,N/A,projectile point,obsidian,"Glass Butte, Oregon",,,,1,2,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CC_D3_919-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cc_d3_919-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cc_d3_919-a_th.jpg,JPG,CC,D3,,919-a,a,,CE_CC_D3_919-a.JPG
ce_cc_d3_919-b,ce_cc_d3_919-a,Ce.919,"Crabtree, Donald ""Don"" E.",1940,1940,yes,"Side notched, broken. Was previously glued, when it separated is unknown",experimental artifacts; lithics,,CE_CC_D3_919-b,C,3,N/A,N/A,projectile point,obsidian,"Glass Butte, Oregon",,,,1,2,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CC_D3_919-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cc_d3_919-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cc_d3_919-b_th.jpg,JPG,CC,D3,,919-b,b,,CE_CC_D3_919-b.JPG
ce_cd_d5_884-a,,Ce.884,"Crabtree, Donald ""Don"" E.",,N/A,,"Pressure shaping of flake preform, heat treated",experimental artifacts; lithics,,CE_CD_D5_884-a,D,5,N/A,N/A,preform,flint,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D5_884-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d5_884-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d5_884-a_th.jpg,JPG,CD,D5,,884-a,a,,CE_CD_D5_884-a.JPG
ce_cd_d5_884-b,ce_cd_d5_884-a,Ce.884,"Crabtree, Donald ""Don"" E.",,N/A,,"Pressure shaping of flake preform, heat treated",experimental artifacts; lithics,,CE_CD_D5_884-b,D,5,N/A,N/A,preform,flint,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D5_884-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d5_884-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d5_884-b_th.jpg,JPG,CD,D5,,884-b,b,,CE_CD_D5_884-b.JPG
ce_cd_d5_885-a,,Ce.885,"Crabtree, Donald ""Don"" E.",,N/A,,Percussion flaked,experimental artifacts; lithics,,CE_CD_D5_885-a,D,5,N/A,N/A,debitage,novaculite,Arkansas,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D5_885-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d5_885-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d5_885-a_th.jpg,JPG,CD,D5,,885-a,a,,CE_CD_D5_885-a.JPG
ce_cd_d5_885-b,ce_cd_d5_885-a,Ce.885,"Crabtree, Donald ""Don"" E.",,N/A,,Percussion flaked,experimental artifacts; lithics,,CE_CD_D5_885-b,D,5,N/A,N/A,debitage,novaculite,Arkansas,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D5_885-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d5_885-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d5_885-b_th.jpg,JPG,CD,D5,,885-b,b,,CE_CD_D5_885-b.JPG
ce_cd_d5_886-a,,Ce.886,"Crabtree, Donald ""Don"" E.",1978,1978-80,,"Made on blade, Replica of adze that were made in Belize. Orange peel flake removed from proximal end. (GT)",experimental artifacts; lithics,,CE_CD_D5_886-a,D,5,N/A,N/A,adze,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D5_886-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d5_886-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d5_886-a_th.jpg,JPG,CD,D5,,886-a,a,,CE_CD_D5_886-a.JPG
ce_cd_d5_886-b,ce_cd_d5_886-a,Ce.886,"Crabtree, Donald ""Don"" E.",1978,1978-80,,"Made on blade, Replica of adze that were made in Belize. Orange peel flake removed from proximal end. (GT)",experimental artifacts; lithics,,CE_CD_D5_886-b,D,5,N/A,N/A,adze,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D5_886-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d5_886-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d5_886-b_th.jpg,JPG,CD,D5,,886-b,b,,CE_CD_D5_886-b.JPG
ce_cd_d5_887-a,,Ce.887,"Crabtree, Donald ""Don"" E.",,N/A,,"Percussion flaked, ""Edges ground in preparation to do collateral pressure flaking. (GT)""",experimental artifacts; lithics,,CE_CD_D5_887-a,D,5,N/A,N/A,preform,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D5_887-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d5_887-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d5_887-a_th.jpg,JPG,CD,D5,,887-a,a,,CE_CD_D5_887-a.JPG
ce_cd_d5_887-b,ce_cd_d5_887-a,Ce.887,"Crabtree, Donald ""Don"" E.",,N/A,,"Percussion flaked, ""Edges ground in preparation to do collateral pressure flaking. (GT)""",experimental artifacts; lithics,,CE_CD_D5_887-b,D,5,N/A,N/A,preform,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D5_887-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d5_887-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d5_887-b_th.jpg,JPG,CD,D5,,887-b,b,,CE_CD_D5_887-b.JPG
ce_cd_d6_1133-a,,Ce.1133,"Crabtree, Donald ""Don"" E.",,N/A,,"Primary pressure thinning, Flakes were detached using a long handled pressure tool. (JW)",experimental artifacts; lithics,,CE_CD_D6_1133-a,D,6,N/A,N/A,biface,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1133-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1133-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1133-a_th.jpg,JPG,CD,D6,,1133-a,a,,CE_CD_D6_1133-a.JPG
ce_cd_d6_1133-b,ce_cd_d6_1133-a,Ce.1133,"Crabtree, Donald ""Don"" E.",,N/A,,"Primary pressure thinning, Flakes were detached using a long handled pressure tool. (JW)",experimental artifacts; lithics,,CE_CD_D6_1133-b,D,6,N/A,N/A,biface,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1133-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1133-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1133-b_th.jpg,JPG,CD,D6,,1133-b,b,,CE_CD_D6_1133-b.JPG
ce_cd_d6_1138-a,,Ce.1138,"Crabtree, Donald ""Don"" E.",,N/A,,Broad parallel diagonal flaking,experimental artifacts; lithics,,CE_CD_D6_1138-a,D,6,N/A,N/A,biface,obsidian,"Burns, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1138-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1138-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1138-a_th.jpg,JPG,CD,D6,,1138-a,a,,CE_CD_D6_1138-a.JPG
ce_cd_d6_1138-b,ce_cd_d6_1138-a,Ce.1138,"Crabtree, Donald ""Don"" E.",,N/A,,Broad parallel diagonal flaking,experimental artifacts; lithics,,CE_CD_D6_1138-b,D,6,N/A,N/A,biface,obsidian,"Burns, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1138-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1138-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1138-b_th.jpg,JPG,CD,D6,,1138-b,b,,CE_CD_D6_1138-b.JPG
ce_cd_d6_1237-a,,Ce.1237,"Crabtree, Donald ""Don"" E.",,N/A,,"Steep collateral flaking, Looks more like ignimbrite. (DHC)",experimental artifacts; lithics,,CE_CD_D6_1237-a,D,6,N/A,N/A,biface,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1237-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1237-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1237-a_th.jpg,JPG,CD,D6,,1237-a,a,,CE_CD_D6_1237-a.JPG
ce_cd_d6_1237-b,ce_cd_d6_1237-a,Ce.1237,"Crabtree, Donald ""Don"" E.",,N/A,,"Steep collateral flaking, Looks more like ignimbrite. (DHC)",experimental artifacts; lithics,,CE_CD_D6_1237-b,D,6,N/A,N/A,biface,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1237-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1237-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1237-b_th.jpg,JPG,CD,D6,,1237-b,b,,CE_CD_D6_1237-b.JPG
ce_cd_d6_1245-a,,Ce.1245,"Crabtree, Donald ""Don"" E.",,N/A,,"Parallel diagonal flaked one face, Percussion flaked other face. (JW)",experimental artifacts; lithics,,CE_CD_D6_1245-a,D,6,N/A,N/A,biface,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1245-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1245-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1245-a_th.jpg,JPG,CD,D6,,1245-a,a,,CE_CD_D6_1245-a.JPG
ce_cd_d6_1245-b,ce_cd_d6_1245-a,Ce.1245,"Crabtree, Donald ""Don"" E.",,N/A,,"Parallel diagonal flaked one face, Percussion flaked other face. (JW)",experimental artifacts; lithics,,CE_CD_D6_1245-b,D,6,N/A,N/A,biface,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1245-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1245-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1245-b_th.jpg,JPG,CD,D6,,1245-b,b,,CE_CD_D6_1245-b.JPG
ce_cd_d6_1250-a,,Ce.1250,"Crabtree, Donald ""Don"" E.",,N/A,,Percussion,experimental artifacts; lithics,,CE_CD_D6_1250-a,D,6,N/A,N/A,biface,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1250-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1250-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1250-a_th.jpg,JPG,CD,D6,,1250-a,a,,CE_CD_D6_1250-a.JPG
ce_cd_d6_1250-b,ce_cd_d6_1250-a,Ce.1250,"Crabtree, Donald ""Don"" E.",,N/A,,Percussion,experimental artifacts; lithics,,CE_CD_D6_1250-b,D,6,N/A,N/A,biface,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1250-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1250-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1250-b_th.jpg,JPG,CD,D6,,1250-b,b,,CE_CD_D6_1250-b.JPG
ce_cd_d6_1253-a,,Ce.1253,"Crabtree, Donald ""Don"" E.",,N/A,,"Burinated distal end, serrated vented margin",experimental artifacts; lithics,,CE_CD_D6_1253-a,D,6,N/A,N/A,biface,flint,"Grand-Pressigny, France",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1253-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1253-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1253-a_th.jpg,JPG,CD,D6,,1253-a,a,,CE_CD_D6_1253-a.JPG
ce_cd_d6_1253-b,ce_cd_d6_1253-a,Ce.1253,"Crabtree, Donald ""Don"" E.",,N/A,,"Burinated distal end, serrated vented margin",experimental artifacts; lithics,,CE_CD_D6_1253-b,D,6,N/A,N/A,biface,flint,"Grand-Pressigny, France",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1253-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1253-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1253-b_th.jpg,JPG,CD,D6,,1253-b,b,,CE_CD_D6_1253-b.JPG
ce_cd_d6_1273-a,,Ce.1273,"Crabtree, Donald ""Don"" E.",,N/A,,,experimental artifacts; lithics,,CE_CD_D6_1273-a,D,6,N/A,N/A,biface,chert,"Battle Mtn, Nevada",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1273-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1273-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1273-a_th.jpg,JPG,CD,D6,,1273-a,a,,CE_CD_D6_1273-a.JPG
ce_cd_d6_1273-b,ce_cd_d6_1273-a,Ce.1273,"Crabtree, Donald ""Don"" E.",,N/A,,,experimental artifacts; lithics,,CE_CD_D6_1273-b,D,6,N/A,N/A,biface,chert,"Battle Mtn, Nevada",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1273-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1273-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1273-b_th.jpg,JPG,CD,D6,,1273-b,b,,CE_CD_D6_1273-b.JPG
ce_cd_d6_1558-a,,Ce.1558,"Crabtree, Donald ""Don"" E.",1960,1960,yes,"Basal notched, heat treated",experimental artifacts; lithics,,CE_CD_D6_1558-a,D,6,N/A,N/A,projectile point,chalcedony,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1558-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1558-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1558-a_th.jpg,JPG,CD,D6,,1558-a,a,,CE_CD_D6_1558-a.JPG
ce_cd_d6_1558-b,ce_cd_d6_1558-a,Ce.1558,"Crabtree, Donald ""Don"" E.",1960,1960,yes,"Basal notched, heat treated",experimental artifacts; lithics,,CE_CD_D6_1558-b,D,6,N/A,N/A,projectile point,chalcedony,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D6_1558-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d6_1558-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d6_1558-b_th.jpg,JPG,CD,D6,,1558-b,b,,CE_CD_D6_1558-b.JPG
