objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,associated_names,identifier,cabinet,drawer,box,bag,type_point,material,material_source,length (mm),width (mm),thickness (mm),weight (g),count,source,language,rights,rightsstatement,student initials,publish,GGOI,original_format,type,format,object_comments,group,display_template,object_location,image_small,image_thumb,extension,box_num,folder_number,archival_item,id_num,multiple_num,last,matching_objects
ce_cd_d7_2930-b,ce_cd_d7_2930-a,Ce.2930,"Crabtree, Donald ""Don"" E.",,N/A,,Parallel diagonal flaking,experimental artifacts; lithics,,CE_CD_D7_2930-b,D,7,N/A,N/A,biface,ignimbrite,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_2930-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_2930-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_2930-b_th.jpg,JPG,CD,D7,,2930-b,b,,CE_CD_D7_2930-b.JPG
ce_cd_d7_2936-a,,Ce.2936,"Crabtree, Donald ""Don"" E.",,N/A,,"Parallel diagonal flaking, Feels like ignimbrite. (MAP) Material type modified on 11-30-21 (LEJ)",experimental artifacts; lithics,,CE_CD_D7_2936-a,D,7,N/A,N/A,biface,ignimbrite,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_2936-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_2936-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_2936-a_th.jpg,JPG,CD,D7,,2936-a,a,,CE_CD_D7_2936-a.JPG
ce_cd_d7_2936-b,ce_cd_d7_2936-a,Ce.2936,"Crabtree, Donald ""Don"" E.",,N/A,,"Parallel diagonal flaking, Feels like ignimbrite. (MAP) Material type modified on 11-30-21 (LEJ)",experimental artifacts; lithics,,CE_CD_D7_2936-b,D,7,N/A,N/A,biface,ignimbrite,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_2936-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_2936-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_2936-b_th.jpg,JPG,CD,D7,,2936-b,b,,CE_CD_D7_2936-b.JPG
ce_cd_d7_2946-a,,Ce.2946,"Crabtree, Donald ""Don"" E.",,N/A,,Parallel diagonal flaking to midline,experimental artifacts; lithics,,CE_CD_D7_2946-a,D,7,N/A,N/A,biface,ignimbrite,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_2946-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_2946-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_2946-a_th.jpg,JPG,CD,D7,,2946-a,a,,CE_CD_D7_2946-a.JPG
ce_cd_d7_2946-b,ce_cd_d7_2946-a,Ce.2946,"Crabtree, Donald ""Don"" E.",,N/A,,Parallel diagonal flaking to midline,experimental artifacts; lithics,,CE_CD_D7_2946-b,D,7,N/A,N/A,biface,ignimbrite,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_2946-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_2946-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_2946-b_th.jpg,JPG,CD,D7,,2946-b,b,,CE_CD_D7_2946-b.JPG
ce_cd_d7_2947-a,,Ce.2947,"Crabtree, Donald ""Don"" E.",,N/A,,"Parallel diagonal flaking, broken",experimental artifacts; lithics,,CE_CD_D7_2947-a,D,7,N/A,N/A,biface,ignimbrite,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_2947-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_2947-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_2947-a_th.jpg,JPG,CD,D7,,2947-a,a,,CE_CD_D7_2947-a.JPG
ce_cd_d7_2947-b,ce_cd_d7_2947-a,Ce.2947,"Crabtree, Donald ""Don"" E.",,N/A,,"Parallel diagonal flaking, broken",experimental artifacts; lithics,,CE_CD_D7_2947-b,D,7,N/A,N/A,biface,ignimbrite,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_2947-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_2947-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_2947-b_th.jpg,JPG,CD,D7,,2947-b,b,,CE_CD_D7_2947-b.JPG
ce_cd_d7_2950-a,,Ce.2950,"Crabtree, Donald ""Don"" E.",,N/A,,Parallel diagonal flaking,experimental artifacts; lithics,,CE_CD_D7_2950-a,D,7,N/A,N/A,biface,obsidian,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_2950-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_2950-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_2950-a_th.jpg,JPG,CD,D7,,2950-a,a,,CE_CD_D7_2950-a.JPG
ce_cd_d7_2950-b,ce_cd_d7_2950-a,Ce.2950,"Crabtree, Donald ""Don"" E.",,N/A,,Parallel diagonal flaking,experimental artifacts; lithics,,CE_CD_D7_2950-b,D,7,N/A,N/A,biface,obsidian,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_2950-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_2950-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_2950-b_th.jpg,JPG,CD,D7,,2950-b,b,,CE_CD_D7_2950-b.JPG
ce_cd_d7_3405-a,,Ce.3405,"Crabtree, Donald ""Don"" E.",,N/A,,Found in film box with blades Ce.3045 - Ce.3404. (MAP),experimental artifacts; lithics,,CE_CD_D7_3405-a,D,7,N/A,N/A,biface,cryptocrystalline silicate,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3405-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3405-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3405-a_th.jpg,JPG,CD,D7,,3405-a,a,,CE_CD_D7_3405-a.JPG
ce_cd_d7_3405-b,ce_cd_d7_3405-a,Ce.3405,"Crabtree, Donald ""Don"" E.",,N/A,,Found in film box with blades Ce.3045 - Ce.3404. (MAP),experimental artifacts; lithics,,CE_CD_D7_3405-b,D,7,N/A,N/A,biface,cryptocrystalline silicate,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3405-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3405-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3405-b_th.jpg,JPG,CD,D7,,3405-b,b,,CE_CD_D7_3405-b.JPG
ce_cd_d7_3526-a,,Ce.3526,"Crabtree, Donald ""Don"" E.",,N/A,,"Discoidal, from cut slab ""Very nice parallel flaking. (GT) Looks like a microblade core to me. (MAP)""",experimental artifacts; lithics,,CE_CD_D7_3526-a,D,7,N/A,N/A,uniface,obsidian,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3526-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3526-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3526-a_th.jpg,JPG,CD,D7,,3526-a,a,,CE_CD_D7_3526-a.JPG
ce_cd_d7_3526-b,ce_cd_d7_3526-a,Ce.3526,"Crabtree, Donald ""Don"" E.",,N/A,,Found in film box with blades Ce.3045 - Ce.3404. (MAP),experimental artifacts; lithics,,CE_CD_D7_3526-b,D,7,N/A,N/A,uniface,obsidian,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3526-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3526-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3526-b_th.jpg,JPG,CD,D7,,3526-b,b,,CE_CD_D7_3526-b.JPG
ce_cd_d7_3526-c,ce_cd_d7_3526-a,Ce.3526,"Crabtree, Donald ""Don"" E.",,N/A,,"Discoidal, from cut slab ""Very nice parallel flaking. (GT) Looks like a microblade core to me. (MAP)""",experimental artifacts; lithics,,CE_CD_D7_3526-c,D,7,N/A,N/A,uniface,obsidian,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3526-c.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3526-c_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3526-c_th.jpg,JPG,CD,D7,,3526-c,c,,CE_CD_D7_3526-c.JPG
ce_cd_d7_3528-a,,Ce.3528,"Crabtree, Donald ""Don"" E.",,N/A,,"Parallel diagonal flaking, distal half",experimental artifacts; lithics,,CE_CD_D7_3528-a,D,7,N/A,N/A,biface,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3528-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3528-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3528-a_th.jpg,JPG,CD,D7,,3528-a,a,,CE_CD_D7_3528-a.JPG
ce_cd_d7_3528-b,ce_cd_d7_3528-a,Ce.3528,"Crabtree, Donald ""Don"" E.",,N/A,,"Parallel diagonal flaking, distal half",experimental artifacts; lithics,,CE_CD_D7_3528-b,D,7,N/A,N/A,biface,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3528-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3528-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3528-b_th.jpg,JPG,CD,D7,,3528-b,b,,CE_CD_D7_3528-b.JPG
ce_cd_d7_3571-a,,Ce.3571,"Crabtree, Donald ""Don"" E.",1979,1979,yes,"Pressure, pressure flaking on ventral side, One outrepasse. (JW)",experimental artifacts; lithics,,CE_CD_D7_3571-a,D,7,N/A,N/A,blade,obsidian,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3571-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3571-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3571-a_th.jpg,JPG,CD,D7,,3571-a,a,,CE_CD_D7_3571-a.JPG
ce_cd_d7_3571-b,ce_cd_d7_3571-a,Ce.3571,"Crabtree, Donald ""Don"" E.",1979,1979,yes,"Pressure, pressure flaking on ventral side, One outrepasse. (JW)",experimental artifacts; lithics,,CE_CD_D7_3571-b,D,7,N/A,N/A,blade,obsidian,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3571-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3571-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3571-b_th.jpg,JPG,CD,D7,,3571-b,b,,CE_CD_D7_3571-b.JPG
ce_cd_d7_3580-a,,Ce.3580,"Crabtree, Donald ""Don"" E.",,N/A,,"One side shows removal of hinge fracture, Left a partial negative bulb in from the margin. (JW)",experimental artifacts; lithics,,CE_CD_D7_3580-a,D,7,N/A,N/A,projectile point,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3580-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3580-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3580-a_th.jpg,JPG,CD,D7,,3580-a,a,,CE_CD_D7_3580-a.JPG
ce_cd_d7_3580-b,ce_cd_d7_3580-a,Ce.3580,"Crabtree, Donald ""Don"" E.",,N/A,,"One side shows removal of hinge fracture, Left a partial negative bulb in from the margin. (JW)",experimental artifacts; lithics,,CE_CD_D7_3580-b,D,7,N/A,N/A,projectile point,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3580-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3580-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3580-b_th.jpg,JPG,CD,D7,,3580-b,b,,CE_CD_D7_3580-b.JPG
ce_cd_d7_3585-a,,Ce.3585,"Crabtree, Donald ""Don"" E.",,N/A,,"Flake altered slightly to form triangular point, Tip broken, glued. (MAP)",experimental artifacts; lithics,,CE_CD_D7_3585-a,D,7,N/A,N/A,projectile point,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3585-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3585-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3585-a_th.jpg,JPG,CD,D7,,3585-a,a,,CE_CD_D7_3585-a.JPG
ce_cd_d7_3585-b,ce_cd_d7_3585-a,Ce.3585,"Crabtree, Donald ""Don"" E.",,N/A,,"Flake altered slightly to form triangular point, Tip broken, glued. (MAP)",experimental artifacts; lithics,,CE_CD_D7_3585-b,D,7,N/A,N/A,projectile point,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3585-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3585-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3585-b_th.jpg,JPG,CD,D7,,3585-b,b,,CE_CD_D7_3585-b.JPG
ce_cd_d7_3590-a,,Ce.3590,"Crabtree, Donald ""Don"" E.",,N/A,,Pressure flaking,experimental artifacts; lithics,,CE_CD_D7_3590-a,D,7,N/A,N/A,biface,ignimbrite,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3590-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3590-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3590-a_th.jpg,JPG,CD,D7,,3590-a,a,,CE_CD_D7_3590-a.JPG
ce_cd_d7_3590-b,ce_cd_d7_3590-a,Ce.3590,"Crabtree, Donald ""Don"" E.",,N/A,,Pressure flaking,experimental artifacts; lithics,,CE_CD_D7_3590-b,D,7,N/A,N/A,biface,ignimbrite,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3590-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3590-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3590-b_th.jpg,JPG,CD,D7,,3590-b,b,,CE_CD_D7_3590-b.JPG
ce_cd_d7_3614-a,,Ce.3614,"Crabtree, Donald ""Don"" E.",1978,1978,yes,"Scottsbluff style, Collateral flakes terminating at midline. (JW)",experimental artifacts; lithics,,CE_CD_D7_3614-a,D,7,N/A,N/A,projectile point,oil chert,Wyoming,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3614-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3614-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3614-a_th.jpg,JPG,CD,D7,,3614-a,a,,CE_CD_D7_3614-a.JPG
ce_cd_d7_3614-b,ce_cd_d7_3614-a,Ce.3614,"Crabtree, Donald ""Don"" E.",1978,1978,yes,"Scottsbluff style, Collateral flakes terminating at midline. (JW)",experimental artifacts; lithics,,CE_CD_D7_3614-b,D,7,N/A,N/A,projectile point,oil chert,Wyoming,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3614-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3614-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3614-b_th.jpg,JPG,CD,D7,,3614-b,b,,CE_CD_D7_3614-b.JPG
ce_cd_d7_3620-a,,Ce.3620,"Crabtree, Donald ""Don"" E.",1940,1940,yes,Flake removed from base on each face making point,experimental artifacts; lithics,,CE_CD_D7_3620-a,D,7,N/A,N/A,projectile point,glass,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3620-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3620-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3620-a_th.jpg,JPG,CD,D7,,3620-a,a,,CE_CD_D7_3620-a.JPG
ce_cd_d7_3620-b,ce_cd_d7_3620-a,Ce.3620,"Crabtree, Donald ""Don"" E.",1940,1940,yes,Flake removed from base on each face making point,experimental artifacts; lithics,,CE_CD_D7_3620-b,D,7,N/A,N/A,projectile point,glass,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3620-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3620-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3620-b_th.jpg,JPG,CD,D7,,3620-b,b,,CE_CD_D7_3620-b.JPG
ce_cd_d7_3833-a,,Ce.3833,"Crabtree, Donald ""Don"" E.",,N/A,,Outrepasse on one margin,experimental artifacts; lithics,,CE_CD_D7_3833-a,D,7,N/A,N/A,biface,flint,"Grand-Pressigny, France",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3833-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3833-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3833-a_th.jpg,JPG,CD,D7,,3833-a,a,,CE_CD_D7_3833-a.JPG
ce_cd_d7_3833-b,ce_cd_d7_3833-a,Ce.3833,"Crabtree, Donald ""Don"" E.",,N/A,,Outrepasse on one margin,experimental artifacts; lithics,,CE_CD_D7_3833-b,D,7,N/A,N/A,biface,flint,"Grand-Pressigny, France",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3833-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3833-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3833-b_th.jpg,JPG,CD,D7,,3833-b,b,,CE_CD_D7_3833-b.JPG
ce_cd_d7_3855-a,,Ce.3855,"Crabtree, Donald ""Don"" E.",,N/A,,"Pressure retouch of blade, all margins, uniface",experimental artifacts; lithics,,CE_CD_D7_3855-a,D,7,N/A,N/A,blade,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3855-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3855-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3855-a_th.jpg,JPG,CD,D7,,3855-a,a,,CE_CD_D7_3855-a.JPG
ce_cd_d7_3855-b,ce_cd_d7_3855-a,Ce.3855,"Crabtree, Donald ""Don"" E.",,N/A,,"Pressure retouch of blade, all margins, uniface",experimental artifacts; lithics,,CE_CD_D7_3855-b,D,7,N/A,N/A,blade,obsidian,"Glass Butte, Oregon",,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,artifact,image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3855-b.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3855-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3855-b_th.jpg,JPG,CD,D7,,3855-b,b,,CE_CD_D7_3855-b.JPG
ce_cd_d7_3859-a,,Ce.3859,"Crabtree, Donald ""Don"" E.",,N/A,,"Made on a pressure flake, one side",experimental artifacts; lithics,,CE_CD_D7_3859-a,D,7,N/A,N/A,biface,ignimbrite,N/A,,,,,1,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,,,artifact,Image;StillImage,image/jpeg,,multiple,artifact_image,https://objects.lib.uidaho.edu/crabtree/CE_CD_D7_3859-a.JPG,https://objects.lib.uidaho.edu/crabtree/small/ce_cd_d7_3859-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cd_d7_3859-a_th.jpg,JPG,CD,D7,,3859-a,a,,CE_CD_D7_3859-a.JPG
