objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,cabinet,drawer,box,bag,type_point,material,material_source,length_mm,width_mm,thickness_mm,weight_g,count,GGOI,filename,display_template,object_location,image_small,image_thumb
ce_ca_d3_2344-a,,Ce.2344,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_2344-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,comparative piece,obsidian,N/A,15.91,28.88,7.8,4.1,1,,CE_CA_D3_2344-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_2344-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_2344-a_th.jpg
ce_ca_d3_2344-b,ce_ca_d3_2344-a,Ce.2344,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_2344-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,comparative piece,obsidian,N/A,15.91,28.88,7.8,4.1,1,,CE_CA_D3_2344-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_2344-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_2344-b_th.jpg
ce_ca_d3_2346-a,,Ce.2346,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_2346-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,comparative piece,obsidian,N/A,38.04,24.78,8.52,6.6,1,,CE_CA_D3_2346-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_2346-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_2346-a_th.jpg
ce_ca_d3_2346-b,ce_ca_d3_2346-a,Ce.2346,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_2346-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,comparative piece,obsidian,N/A,38.04,24.78,8.52,6.6,1,,CE_CA_D3_2346-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_2346-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_2346-b_th.jpg
ce_ca_d3_2347-a,,Ce.2347,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_2347-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,comparative piece,obsidian,N/A,23.42,22.24,7.23,3.8,1,,CE_CA_D3_2347-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_2347-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_2347-a_th.jpg
ce_ca_d3_2347-b,ce_ca_d3_2347-a,Ce.2347,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_2347-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,comparative piece,obsidian,N/A,23.42,22.24,7.23,3.8,1,,CE_CA_D3_2347-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_2347-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_2347-b_th.jpg
ce_ca_d3_6260-a,,Ce.6260,Indigenous,,N/A,,Associated w/Ce.6255,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6260-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,"Otumba, Mexico (?)",19.52,38.3,8.31,6.1,1,,CE_CA_D3_6260-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6260-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6260-a_th.jpg
ce_ca_d3_6260-b,ce_ca_d3_6260-a,Ce.6260,Indigenous,,N/A,,Associated w/Ce.6255,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6260-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,"Otumba, Mexico (?)",19.52,38.3,8.31,6.1,1,,CE_CA_D3_6260-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6260-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6260-b_th.jpg
ce_ca_d3_6262-a,,Ce.6262,Indigenous,,N/A,,Associated w/Ce.6255,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6262-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,"Otumba, Mexico (?)",16.96,28.17,8.1,4.5,1,,CE_CA_D3_6262-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6262-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6262-a_th.jpg
ce_ca_d3_6262-b,ce_ca_d3_6262-a,Ce.6262,Indigenous,,N/A,,Associated w/Ce.6255,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6262-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,"Otumba, Mexico (?)",16.96,28.17,8.1,4.5,1,,CE_CA_D3_6262-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6262-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6262-b_th.jpg
ce_ca_d3_6263-a,,Ce.6263,Indigenous,,N/A,,Associated w/Ce.6255,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6263-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,"Otumba, Mexico (?)",22.82,26.35,6.87,4.4,1,,CE_CA_D3_6263-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6263-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6263-a_th.jpg
ce_ca_d3_6263-b,ce_ca_d3_6263-a,Ce.6263,Indigenous,,N/A,,Associated w/Ce.6255,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6263-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,"Otumba, Mexico (?)",22.82,26.35,6.87,4.4,1,,CE_CA_D3_6263-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6263-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6263-b_th.jpg
ce_ca_d3_6266-a,,Ce.6266,Indigenous,,N/A,,Associated w/Ce.6255,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6266-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,"Otumba, Mexico (?)",29.01,30.97,8.2,6.9,1,,CE_CA_D3_6266-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6266-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6266-a_th.jpg
ce_ca_d3_6266-b,ce_ca_d3_6266-a,Ce.6266,Indigenous,,N/A,,Associated w/Ce.6255,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6266-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,"Otumba, Mexico (?)",29.01,30.97,8.2,6.9,1,,CE_CA_D3_6266-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6266-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6266-b_th.jpg
ce_ca_d3_6270-a,,Ce.6270,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6270-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,24.05,21.39,6.73,3.5,1,,CE_CA_D3_6270-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6270-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6270-a_th.jpg
ce_ca_d3_6270-b,ce_ca_d3_6270-a,Ce.6270,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6270-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,24.05,21.39,6.73,3.5,1,,CE_CA_D3_6270-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6270-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6270-b_th.jpg
ce_ca_d3_6271-a,,Ce.6271,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6271-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,26.43,23.1,9.02,5.9,1,,CE_CA_D3_6271-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6271-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6271-a_th.jpg
ce_ca_d3_6271-b,ce_ca_d3_6271-a,Ce.6271,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6271-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,26.43,23.1,9.02,5.9,1,,CE_CA_D3_6271-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6271-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6271-b_th.jpg
ce_ca_d3_6272-a,,Ce.6272,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6272-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,23.66,20.77,7.51,3.9,1,,CE_CA_D3_6272-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6272-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6272-a_th.jpg
ce_ca_d3_6272-b,ce_ca_d3_6272-a,Ce.6272,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6272-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,23.66,20.77,7.51,3.9,1,,CE_CA_D3_6272-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6272-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6272-b_th.jpg
ce_ca_d3_6276-a,,Ce.6276,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6276-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,18.3,30.52,8.5,4.7,1,,CE_CA_D3_6276-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6276-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6276-a_th.jpg
ce_ca_d3_6276-b,ce_ca_d3_6276-a,Ce.6276,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6276-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,18.3,30.52,8.5,4.7,1,,CE_CA_D3_6276-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6276-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6276-b_th.jpg
ce_ca_d3_6277-a,,Ce.6277,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6277-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,20.98,24.64,7.74,4.9,1,,CE_CA_D3_6277-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6277-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6277-a_th.jpg
ce_ca_d3_6277-b,ce_ca_d3_6277-a,Ce.6277,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6277-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,20.98,24.64,7.74,4.9,1,,CE_CA_D3_6277-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6277-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6277-b_th.jpg
ce_ca_d3_6279-a,,Ce.6279,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6279-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,39.22,21.19,7.99,6.4,1,,CE_CA_D3_6279-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6279-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6279-a_th.jpg
ce_ca_d3_6279-b,ce_ca_d3_6279-a,Ce.6279,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6279-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,39.22,21.19,7.99,6.4,1,,CE_CA_D3_6279-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6279-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6279-b_th.jpg
ce_ca_d3_6283-a,,Ce.6283,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6283-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,biface,obsidian,N/A,28.45,17.87,7.25,4.6,1,,CE_CA_D3_6283-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6283-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6283-a_th.jpg
ce_ca_d3_6283-b,ce_ca_d3_6283-a,Ce.6283,Indigenous,,N/A,,Midsection or nearly completed,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6283-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,biface,obsidian,N/A,28.45,17.87,7.25,4.6,1,,CE_CA_D3_6283-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6283-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6283-b_th.jpg
ce_ca_d3_6292-a,,Ce.6292,Indigenous,,N/A,,"No contextual data, associated w/Ce.6291",cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6292-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,biface,obsidian,N/A,26.53,21.61,7.97,4.3,1,,CE_CA_D3_6292-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6292-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6292-a_th.jpg
ce_ca_d3_6292-b,ce_ca_d3_6292-a,Ce.6292,Indigenous,,N/A,,"No contextual data, associated w/Ce.6291",cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6292-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,biface,obsidian,N/A,26.53,21.61,7.97,4.3,1,,CE_CA_D3_6292-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6292-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6292-b_th.jpg
ce_ca_d3_6293-a,,Ce.6293,Indigenous,,N/A,,"No contextual data, associated w/Ce.6291",cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6293-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,31.24,17.99,6.02,3.8,1,,CE_CA_D3_6293-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6293-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6293-a_th.jpg
ce_ca_d3_6293-b,ce_ca_d3_6293-a,Ce.6293,Indigenous,,N/A,,"No contextual data, associated w/Ce.6291",cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6293-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,31.24,17.99,6.02,3.8,1,,CE_CA_D3_6293-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6293-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6293-b_th.jpg
ce_ca_d3_6297-a,,Ce.6297,Indigenous,,N/A,,"No contextual data, associated w/Ce.6291",cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6297-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,biface,obsidian,"Otumba, Mexico",35.07,26.28,11.89,10.9,1,,CE_CA_D3_6297-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6297-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6297-a_th.jpg
ce_ca_d3_6297-b,ce_ca_d3_6297-a,Ce.6297,Indigenous,,N/A,,"No contextual data, associated w/Ce.6291",cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6297-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,biface,obsidian,"Otumba, Mexico",35.07,26.28,11.89,10.9,1,,CE_CA_D3_6297-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6297-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6297-b_th.jpg
ce_ca_d3_6305-a,,Ce.6305,Indigenous,,N/A,,Associated w/Ce.6300,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6305-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,35.86,23.54,8.11,5.5,1,,CE_CA_D3_6305-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6305-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6305-a_th.jpg
ce_ca_d3_6305-b,ce_ca_d3_6305-a,Ce.6305,Indigenous,,N/A,,Associated w/Ce.6300,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6305-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,35.86,23.54,8.11,5.5,1,,CE_CA_D3_6305-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6305-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6305-b_th.jpg
ce_ca_d3_6307-a,,Ce.6307,Indigenous,,N/A,,Associated w/Ce.6300,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6307-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,35.86,23.54,8.11,5.5,1,,CE_CA_D3_6307-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6307-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6307-a_th.jpg
ce_ca_d3_6307-b,ce_ca_d3_6307-a,Ce.6307,Indigenous,,N/A,,Associated w/Ce.6300,cultural artifacts; lithics,,,,,,,,,CE_CA_D3_6307-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,3,N/A,N/A,projectile point,obsidian,N/A,35.86,23.54,8.11,5.5,1,,CE_CA_D3_6307-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d3_6307-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d3_6307-b_th.jpg
