objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,cabinet,drawer,box,bag,type_point,material,material_source,length_mm,width_mm,thickness_mm,weight_g,count,GGOI,filename,display_template,object_location,image_small,image_thumb
ce_ca_d1_1146-a,,Ce.1146,Indigenous,,N/A,,Marginal pressure retouch Zeloshi flint from Ohio. (JW),artifacts; lithics,,,,,,,,,CE_CA_D1_1146-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,flint,Ohio,88.38,31.33,9.76,27.9,1,,CE_CA_D1_1146-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1146-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1146-a_th.jpg
ce_ca_d1_1146-b,ce_ca_d1_1146-a,Ce.1146,Indigenous,,N/A,,Marginal pressure retouch Zeloshi flint from Ohio. (JW),artifacts; lithics,,,,,,,,,CE_CA_D1_1146-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,flint,Ohio,88.38,31.33,9.76,27.9,1,,CE_CA_D1_1146-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1146-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1146-b_th.jpg
ce_ca_d1_1182-a,,Ce.1182,Indigenous,,N/A,,Marginal pressure retouch Zeloshi flint from Ohio. (JW),artifacts; lithics,,,,,,,,,CE_CA_D1_1182-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,biface,flint,Ohio,103.13,50.98,10.21,65.0,1,,CE_CA_D1_1182-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1182-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1182-a_th.jpg
ce_ca_d1_1182-b,ce_ca_d1_1182-a,Ce.1182,Indigenous,,N/A,,Marginal pressure retouch Zeloshi flint from Ohio. (JW),artifacts; lithics,,,,,,,,,CE_CA_D1_1182-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,biface,flint,Ohio,103.13,50.98,10.21,65.0,1,,CE_CA_D1_1182-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1182-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1182-b_th.jpg
ce_ca_d1_1183-a,,Ce.1183,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_1183-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,biface,quartzite,N/A,66.46,35.05,7.08,13.6,1,,CE_CA_D1_1183-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1183-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1183-a_th.jpg
ce_ca_d1_1183-b,ce_ca_d1_1183-a,Ce.1183,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_1183-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,biface,quartzite,N/A,66.46,35.05,7.08,13.6,1,,CE_CA_D1_1183-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1183-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1183-b_th.jpg
ce_ca_d1_1184-a,,Ce.1184,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_1184-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile/knife,cryptocrystalline silicate,N/A,100.75,35.88,7.29,29.8,1,,CE_CA_D1_1184-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1184-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1184-a_th.jpg
ce_ca_d1_1184-b,ce_ca_d1_1184-a,Ce.1184,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_1184-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile/knife,cryptocrystalline silicate,N/A,100.75,35.88,7.29,29.8,1,,CE_CA_D1_1184-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1184-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1184-b_th.jpg
ce_ca_d1_1435-a,,Ce.1435,Indigenous,,N/A,,"Collected c. 1940s, Owyhee County",artifacts; lithics,,,,,,,,,CE_CA_D1_1435-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,quartzite,N/A,65.39,40.31,13.77,34.6,1,,CE_CA_D1_1435-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1435-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1435-a_th.jpg
ce_ca_d1_1435-b,ce_ca_d1_1435-a,Ce.1435,Indigenous,,N/A,,"Collected c. 1940s, Owyhee County",artifacts; lithics,,,,,,,,,CE_CA_D1_1435-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,quartzite,N/A,65.39,40.31,13.77,34.6,1,,CE_CA_D1_1435-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1435-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1435-b_th.jpg
ce_ca_d1_1436-a,,Ce.1436,Indigenous,,N/A,,"Collected c. 1940s, Owyhee County",artifacts; lithics,,,,,,,,,CE_CA_D1_1436-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,94.57,63.05,25.83,146.1,1,,CE_CA_D1_1436-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1436-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1436-a_th.jpg
ce_ca_d1_1436-b,ce_ca_d1_1436-a,Ce.1436,Indigenous,,N/A,,"Collected c. 1940s, Owyhee County",artifacts; lithics,,,,,,,,,CE_CA_D1_1436-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,94.57,63.05,25.83,146.1,1,,CE_CA_D1_1436-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1436-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1436-b_th.jpg
ce_ca_d1_1437-a,,Ce.1437,Indigenous,,N/A,,"Collected c. 1940s, Owyhee County",artifacts; lithics,,,,,,,,,CE_CA_D1_1437-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,obsidian,N/A,109.74,78.64,17.61,146.6,1,,CE_CA_D1_1437-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1437-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1437-a_th.jpg
ce_ca_d1_1437-b,ce_ca_d1_1437-a,Ce.1437,Indigenous,,N/A,,"Collected c. 1940s, Owyhee County",artifacts; lithics,,,,,,,,,CE_CA_D1_1437-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,obsidian,N/A,109.74,78.64,17.61,146.6,1,,CE_CA_D1_1437-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1437-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1437-b_th.jpg
ce_ca_d1_1438-a,,Ce.1438,Indigenous,,N/A,,"Collected c. 1940s, Owyhee County",artifacts; lithics,,,,,,,,,CE_CA_D1_1438-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,ignimbrite,N/A,102.06,87.82,32.15,272.8,1,,CE_CA_D1_1438-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1438-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1438-a_th.jpg
ce_ca_d1_1438-b,ce_ca_d1_1438-a,Ce.1438,Indigenous,,N/A,,"Collected c. 1940s, Owyhee County",artifacts; lithics,,,,,,,,,CE_CA_D1_1438-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,ignimbrite,N/A,102.06,87.82,32.15,272.8,1,,CE_CA_D1_1438-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1438-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1438-b_th.jpg
ce_ca_d1_1439-a,,Ce.1439,Indigenous,,N/A,,"Collected c. 1940s, Owyhee County",artifacts; lithics,,,,,,,,,CE_CA_D1_1439-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,quartzite,N/A,134.05,105.66,18.89,294.20,1,,CE_CA_D1_1439-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1439-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1439-a_th.jpg
ce_ca_d1_1439-b,ce_ca_d1_1439-a,Ce.1439,Indigenous,,N/A,,"Collected c. 1940s, Owyhee County",artifacts; lithics,,,,,,,,,CE_CA_D1_1439-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,quartzite,N/A,134.05,105.66,18.89,294.20,1,,CE_CA_D1_1439-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1439-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1439-b_th.jpg
ce_ca_d1_1440-a,,Ce.1440,Indigenous,,N/A,,"Collected c. 1940s, Owyhee County",artifacts; lithics,,,,,,,,,CE_CA_D1_1440-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,80.96,52.34,12.90,47.8,1,,CE_CA_D1_1440-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1440-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1440-a_th.jpg
ce_ca_d1_1440-b,ce_ca_d1_1440-a,Ce.1440,Indigenous,,N/A,,"Collected c. 1940s, Owyhee County",artifacts; lithics,,,,,,,,,CE_CA_D1_1440-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,80.96,52.34,12.90,47.8,1,,CE_CA_D1_1440-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1440-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1440-b_th.jpg
ce_ca_d1_1732-a,,Ce.1732,Indigenous,,N/A,,Modified,artifacts; lithics,,,,,,,,,CE_CA_D1_1732-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,debitage,cryptocrystalline silicate,N/A,74.18,46.52,15.36,35.0,1,,CE_CA_D1_1732-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1732-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1732-a_th.jpg
ce_ca_d1_1732-b,ce_ca_d1_1732-a,Ce.1732,Indigenous,,N/A,,Modified,artifacts; lithics,,,,,,,,,CE_CA_D1_1732-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,debitage,cryptocrystalline silicate,N/A,74.18,46.52,15.36,35.0,1,,CE_CA_D1_1732-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_1732-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_1732-b_th.jpg
ce_ca_d1_2133-a,,Ce.2133,Indigenous,,N/A,,Looks like Hopewellian,artifacts; lithics,,,,,,,,,CE_CA_D1_2133-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,flint,N/A,114.52,50.75,13.83,85.0,1,,CE_CA_D1_2133-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2133-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2133-a_th.jpg
ce_ca_d1_2133-b,ce_ca_d1_2133-a,Ce.2133,Indigenous,,N/A,,Looks like Hopewellian,artifacts; lithics,,,,,,,,,CE_CA_D1_2133-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,flint,N/A,114.52,50.75,13.83,85.0,1,,CE_CA_D1_2133-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2133-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2133-b_th.jpg
ce_ca_d1_2134-a,,Ce.2134,Indigenous,,N/A,,Crested,artifacts; lithics,,,,,,,,,CE_CA_D1_2134-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,blade,flint,"Zeloshi, Ohio",139.34,46.57,24.19,121.3,1,,CE_CA_D1_2134-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2134-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2134-a_th.jpg
ce_ca_d1_2134-b,ce_ca_d1_2134-a,Ce.2134,Indigenous,,N/A,,Crested,artifacts; lithics,,,,,,,,,CE_CA_D1_2134-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,blade,flint,"Zeloshi, Ohio",139.34,46.57,24.19,121.3,1,,CE_CA_D1_2134-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2134-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2134-b_th.jpg
ce_ca_d1_2234-a,,Ce.2234,Indigenous,,N/A,,"3/4th groove, possibly Hopewellian",artifacts; lithics,,,,,,,,,CE_CA_D1_2234-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,maul,,N/A,151.23,89.81,56.91,1240.31,1,,CE_CA_D1_2234-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2234-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2234-a_th.jpg
ce_ca_d1_2234-b,ce_ca_d1_2234-a,Ce.2234,Indigenous,,N/A,,"3/4th groove, possibly Hopewellian",artifacts; lithics,,,,,,,,,CE_CA_D1_2234-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,maul,,N/A,151.23,89.81,56.91,1240.31,1,,CE_CA_D1_2234-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2234-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2234-b_th.jpg
ce_ca_d1_2351-a,,Ce.2351,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_2351-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,biface,flint,N/A,124.33,44.33,11.21,72.5,1,,CE_CA_D1_2351-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2351-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2351-a_th.jpg
ce_ca_d1_2351-b,ce_ca_d1_2351-a,Ce.2351,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_2351-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,biface,flint,N/A,124.33,44.33,11.21,72.5,1,,CE_CA_D1_2351-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2351-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2351-b_th.jpg
ce_ca_d1_2352-a,,Ce.2352,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_2352-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,flint,N/A,119.58,27.36,9.47,33.2,1,,CE_CA_D1_2352-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2352-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2352-a_th.jpg
ce_ca_d1_2352-b,ce_ca_d1_2352-a,Ce.2352,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_2352-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,flint,N/A,119.58,27.36,9.47,33.2,1,,CE_CA_D1_2352-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2352-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2352-b_th.jpg
ce_ca_d1_2389-a,,Ce.2389,Indigenous,,N/A,,Ce.2389 - Ce.2404: Received early 1973. Sent from Richard Gould while he was at the University of Hawaii. CorrespondenCe.should provide information about the material from Hawaii. (GT),artifacts; lithics,,,,,,,,,CE_CA_D1_2389-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,18.15,32.50,18.99,11.1,1,,CE_CA_D1_2389-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2389-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2389-a_th.jpg
ce_ca_d1_2389-b,ce_ca_d1_2389-a,Ce.2389,Indigenous,,N/A,,Ce.2389 - Ce.2404: Received early 1973. Sent from Richard Gould while he was at the University of Hawaii. CorrespondenCe.should provide information about the material from Hawaii. (GT),artifacts; lithics,,,,,,,,,CE_CA_D1_2389-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,18.15,32.50,18.99,11.1,1,,CE_CA_D1_2389-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2389-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2389-b_th.jpg
ce_ca_d1_2390-a,,Ce.2390,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2390-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,27.80,35.56,52.38,55.6,1,,CE_CA_D1_2390-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2390-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2390-a_th.jpg
ce_ca_d1_2390-b,ce_ca_d1_2390-a,Ce.2390,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2390-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,27.80,35.56,52.38,55.6,1,,CE_CA_D1_2390-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2390-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2390-b_th.jpg
ce_ca_d1_2391-a,,Ce.2391,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2391-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,35.80,21.58,19.41,15.3,1,,CE_CA_D1_2391-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2391-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2391-a_th.jpg
ce_ca_d1_2391-b,ce_ca_d1_2391-a,Ce.2391,Indigenous,,N/A,,Associated w/Ce.2389,artifacts; lithics,,,,,,,,,CE_CA_D1_2391-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,obsidian,N/A,35.80,21.58,19.41,15.3,1,,CE_CA_D1_2391-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_ca_d1_2391-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_ca_d1_2391-b_th.jpg
