filename,id_base,metadata,match_master_metadata,extension,url,notes
CE_B11_F1-Item67.pdf,ce_b11_f1-item67,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item67.pdf,
CE_B11_F1-Item68.pdf,ce_b11_f1-item68,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item68.pdf,
CE_B11_F1-Item69.pdf,ce_b11_f1-item69,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item69.pdf,
CE_B11_F1-Item7.pdf,ce_b11_f1-item7,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item7.pdf,
CE_B11_F1-Item70.pdf,ce_b11_f1-item70,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item70.pdf,
CE_B11_F1-Item71.pdf,ce_b11_f1-item71,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item71.pdf,
CE_B11_F1-Item72.pdf,ce_b11_f1-item72,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item72.pdf,
CE_B11_F1-Item73.pdf,ce_b11_f1-item73,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item73.pdf,
CE_B11_F1-Item74.pdf,ce_b11_f1-item74,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item74.pdf,
CE_B11_F1-Item75.pdf,ce_b11_f1-item75,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item75.pdf,
CE_B11_F1-Item76.pdf,ce_b11_f1-item76,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item76.pdf,
CE_B11_F1-Item77.pdf,ce_b11_f1-item77,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item77.pdf,
CE_B11_F1-Item78.pdf,ce_b11_f1-item78,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item78.pdf,
CE_B11_F1-Item79.pdf,ce_b11_f1-item79,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item79.pdf,
CE_B11_F1-Item8.pdf,ce_b11_f1-item8,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item8.pdf,
CE_B11_F1-Item80.pdf,ce_b11_f1-item80,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item80.pdf,
CE_B11_F1-Item81-001.jpg,ce_b11_f1-item81-001,crabtree_archives,yes,jpg,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item81-001.jpg,
CE_B11_F1-Item81-002.jpg,ce_b11_f1-item81-002,crabtree_archives,yes,jpg,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item81-002.jpg,
CE_B11_F1-Item81.pdf,ce_b11_f1-item81,,0,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item81.pdf,
CE_B11_F1-Item82.pdf,ce_b11_f1-item82,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item82.pdf,
CE_B11_F1-Item83.pdf,ce_b11_f1-item83,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item83.pdf,
CE_B11_F1-Item84.pdf,ce_b11_f1-item84,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item84.pdf,
CE_B11_F1-Item85.pdf,ce_b11_f1-item85,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item85.pdf,
