objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,cabinet,drawer,box,bag,type_point,material,material_source,length_mm,width_mm,thickness_mm,weight,count,GGOI,filename,display_template,object_location,image_thumb,image_small
ce_b1_f2-item15,,Letter to Larry Agenbroad from Donald Crabtree,"Crabtree, Donald ""Don"" E.",1973-10-02,1973-10-02,,Typewritten letter where Crabtree wrote to Agenbroad to inform him he received the paycheck from the University for the excavation site work and detailed a trip he took with Evelyn. He talked about the Explorer’s Club and attached his qualifications. He then discussed receiving some photos from Junius Bird and Earl Swanson being back in his former position. He also said he met with Francois Bordes and Marie Wormington in Tucson and Denver where they all discussed hammerston vs. billet techniques.,personal correspondence; Explorer's Club; typewritten,"Agenbroad, Larry","Daugherty, Dick; Haynes, Vance; Gould, Dick; Bird, Junius; Swanson, Earl; Bordes, Francois; Wormington, Marie","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"Chadron, Nebraska",42.82934786534046,-102.99942780634476,CE_B1_F2-Item15,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F2-Item15.pdf,pdf,,,
ce_b1_f2-item16,,Letter from Larry Agenbroad to Donald Crabtree,"Agenbroad, Larry; Crabtree, Donald ""Don"" E.",1973-10-09,1973-10-09,,Page one: Agenbroad wrote to Crabtree to inform him that he would sponsor his Explorer's Club application. Page two: Agenbroad attached a copy of the application and asked Crabtree to fill in missing fields. Page three: Letter from Crabtree to Agenbroad about the application and Earl Swanson returning to his former position.,personal correspondence; Explorer's Club; typewritten; letter of recommendation,"Crabtree, Donald ""Don"" E.; Agenbroad, Larry","Gould, Dick; Haynes, Vance; Bird, Junius; Sanger, David; Swanson, Earl; Butler, B. Robert; Agenbroad, Wanda","Chadron, Nebraska",42.82934786534046,-102.99942780634476,"Kimberly, Idaho",42.5335805982885,-114.36611902175405,CE_B1_F2-Item16,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F2-Item16.pdf,pdf,,,
ce_b1_f2-item28,,Letter from Donald Crabtree to George Agogino,"Crabtree, Donald ""Don"" E.",1970-10-03,1970-10-03,,Copy of a typewritten letter where Crabtree wrote back to Agogino to inform him that he received the flakes and worked with them with Francois Bordes who was visiting. He said he had Irvin Rovner at the field school and had him return the flakes to Agogino. He then writes that Evelyn is ill with lung cancer.,personal correspondence; typewritten; tool exchange; artifact identification; health; field school,"Agogino, George","Bordes, Francois; Rovner, Irvin; Crabtree, Evelyn","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"Portales, New Mexico",34.18763622670309,-103.33258431768486,CE_B1_F2-Item28,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F2-Item28.pdf,pdf,,,
ce_b1_f3-item36,,Letter from Michael W. Barnes to Donald Crabtree,"Barnes, Michael W.",1966-03-10,1966-03-10,,Handwritten letter from Michael Barnes saying that he found “the article on heat treating silicon material extremely informative.” He said he is studying anthropology and a lithic technologist. He asked to be sent information on how to chip a hole into a flake without drilling it.,professional correspondence; heat treatment; techniques; stoneworking; handwritten,"Crabtree, Donald ""Don"" E.",Butler,"Philadelphia, Pennsylvania",39.95558519784379,-75.15030921595914,,,,CE_B1_F3-Item36,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Handwritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F3-Item36.pdf,pdf,,,
ce_b1_f4-item123,,Letter from Donald Crabtree to Douglas Byers,"Crabtree, Donald ""Don"" E.",1970-07-23,1970-07-23,,"Typewritten letter from Donald Crabtree to Douglas Byers where he discussed Evelyn's cancer treatments and inquired about Byers' health. He went on to discuss the Bull Brook collection again, and said that without seeing many more of the artifacts at the same time he couldn't draw any conclusions about whether some things were purposeful or not.",personal correspondence; artifact analysis; surgery; health; typewritten,"Byers, Douglas S.","Crabtree, Evelyn","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"Andover, Massachusetts",42.65865209238014,-71.13307507847972,CE_B1_F4-Item123,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F4-Item123.pdf,pdf,,,
ce_b1_f4-item124,,Letter from Douglas Byers to Donald Crabtree,"Byers, Douglas S.",1970-08-03,1970-08-03,,Handwritten letter from Douglas Byers to Donald Crabtree where he discussed more about Evelyn's cancer and answered his questions regarding his own health. He talked more about the issues he was having with analyzing the Bull Brook collection.,personal correspondence; artifact analysis; surgery; health; handwritten,"Crabtree, Donald ""Don"" E.","Crabtree, Evelyn","Blue Hill, Maine",44.41467388720081,-68.578136725863,"Kimberly, Idaho",42.5335805982885,-114.36611902175405,CE_B1_F4-Item124,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Handwritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F4-Item124.pdf,pdf,,,
ce_b1_f4-item125,,Letter from Donald Crabtree to Douglas Byers,"Crabtree, Donald ""Don"" E.",1970-10-07,1970-10-07,,Typewritten letter from Donald Crabtree where he updated Byers on Evelyn's progressing cancer and how they were treating it. He mentioned that Earl Swanson would visit him to look over the Bull Brook material and then he talked about the recent summer field school.,personal correspondence; travel; health; field school,"Byers, Douglas S.","Crabtree, Evelyn; Swanson, Earl; Bordes, Francois; Scotty; Rovner, Irvin; Stockman, Karen; Phagen, Karl; Johnson","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"Surry, Maine",44.498647481399544,-68.51004577133696,CE_B1_F4-Item125,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F4-Item125.pdf,pdf,,,
ce_b1_f4-item126,,Letter from Douglas Byers to Donald Crabtree,"Byers, Douglas S.",,N/A,N/A,Typewritten letter from Douglas Byers where he gave his sympathy for Evelyn's progressing cancer and updated Crabtree on his personal and work life. He discussed his work on the Bull Brook collection and a comparison of Western and Eastern Paleo-Indian materials.,personal correspondence; heath; artifact analysis; research; article,"Crabtree, Donald ""Don"" E.","Irwin; Wormington; Crabtree, Evelyn; Bordes, Francois","Andover, Massachusetts",42.65865209238014,-71.13307507847972,,,,CE_B1_F4-Item126,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F4-Item126.pdf,pdf,,,
ce_b1_f4-item127,,Letter from Donald Crabtree to Douglas Byers,"Crabtree, Donald ""Don"" E.",1970-11-13,1970-11-13,,Typewritten letter from Donald Crabtree where he updated Byers on Evelyn's cancer treatment and then wrote back to comment on a paper he had sent him about the Bull Brook collection.,personal correspondence; health; artifact analysis; article; technique; typewritten,"Byers, Douglas S.","Crabtree, Evelyn; Swanson, Earl","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"Andover, Massachusetts",42.65865209238014,-71.13307507847972,CE_B1_F4-Item127,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F4-Item127.pdf,pdf,,,
ce_b1_f4-item128,,Letter from Donald Crabtree to Douglas Byers,"Crabtree, Donald ""Don"" E.",1971-06-24,1971-06-24,,"Typewritten letter from Donald Crabtree to Douglas Byers where he wrote to update Byers on Evelyn's health and his recent travels. He discussed the upcoming field school, his work, and his plans to travel and visit with him.",personal correspondence; health; field school; experimental archaeology; techniques; travel; vacation; typewritten,"Byers, Douglas S.","Crabtree, Evelyn; Swanson, Earl; Coe, Joffre; Mauger, Jeff; Scotty; Fred; Phagan, Carl","Andover, Massachusetts",42.65865209238014,-71.13307507847972,"Kimberly, Idaho",42.5335805982885,-114.36611902175405,CE_B1_F4-Item128,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F4-Item128.pdf,pdf,,,
ce_b1_f4-item130,,Letter from Donald Crabtree to Douglas Byers,"Crabtree, Donald ""Don"" E.",1973-12-20,1973-12-20,,"Typewritten letter from Donald Crabtree to Douglas Byers where he gave his sympathy for Byers' granddaughter's accident, and updated him on his and Evelyn's heath. He discussed the changes at Idaho State University since Earl Swanson's return to the department and his current work in lithics.",personal correspondence; health; travel; lithics; paper; techniques; experimental archaeology,"Byers, Douglas S.","Swanson, Earl; Butler; Crabtree, Evelyn;","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"Andover, Massachusetts",42.65865209238014,-71.13307507847972,CE_B1_F4-Item130,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F4-Item130.pdf,pdf,,,
ce_b1_f4-item132,,Letter from Douglas Byers to Donald Crabtree,"Byers, Douglas S.",1973-12-26,1973-12-26,,Typewritten letter from Douglas Byers where he updated Crabtree on his granddaughter's health and gave his condolences for Donald and Evelyn's health. He discussed his opinions of Butler and his work.,personal correspondence; heath; typewritten,"Crabtree, Donald ""Don"" E.","Butler; Crabtree, Evelyn","Andover, Massachusetts",42.65865209238014,-71.13307507847972,,,,CE_B1_F4-Item132,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F4-Item132.pdf,pdf,,,
ce_b1_f4-item60,,Letter from Donald Crabtree to Dixie Bonnichsen,"Crabtree, Donald ""Don"" E.",1970-10-01,1970-10-01,,Copy of a typewritten letter from Donald Crabtree to Dixie Bonnichsen where he talked about what was going on in his personal life and who he had been seeing recently.,personal correspondence; field school; health; typewritten,"Bonnichsen, Dixie","Tixier, Jacques; Bordes, Francois; Swanson, Earl; Tixier, Dominique; Lucille; Lou; Wormington; Bradley, Bruce","Kimberly, Idaho",42.5335805982885,-114.36611902175405,,,,CE_B1_F4-Item60,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F4-Item60.pdf,pdf,,,
ce_b1_f4-item62,,Letter from Rob Bonnichsen to Donald Crabtree,"Bonnichsen, Rob",1977-09-06,1977-09-06,,Handwritten letter from Rob Bonnichsen to Donald Crabtree. He wrote to attach a note that was published Science that held a cure to herpes encephalitis.,personal correspondence; handwritten; research; article,"Crabtree, Donald ""Don"" E.",,"Orono, Maine",44.88231013502595,-68.67350020025076,,,,CE_B1_F4-Item62,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Handwritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F4-Item62.pdf,pdf,,,
ce_b1_f5-item38,,Letter from Junius Bird to Donald Crabtree,"Bird, Junius B.",1971-08-25,1971-08-25,,Handwritten letter from Junius Bird to Donald Crabtree detailing why he would not accept Carl Phagan's request to excavate the Madden Lake site for his Ph.D. dissertation.,professional correspondence; research; excavation (sites); handwritten,"Crabtree, Donald ""Don"" E.","Phagan, Carl; Gould, Dick","New York, New York",40.70756044014964,-73.98246136239544,,,,CE_B1_F5-Item38,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Handwritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F5-Item38.pdf,pdf,,,
ce_b1_f5-item39,,Letter from Donald Crabtree to Junius Bird,"Crabtree, Donald ""Don"" E.",1971-09-22,1971-09-22,,Typewritten letter from Donald Crabtree to Junius Bird regarding why Carl Phagan was denied for the Madden Lake excavation site. He then discussed how the field school went and his current experiments.,personal correspondence; research; vacation; travel; excavation (sites); health; experimental archaeology; field school; typewritten,"Bird, Junius B.","Phagan, Carl; Loftin; Snyder; Peggy; Dick; McBurney; White, Peter; Bucy, Doug; Crabtree, Evelyn; Fitting, James; Bordes, Francois; Rovner, Irving; Lewis, Lucy","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"New York, New York",40.70756044014964,-73.98246136239544,CE_B1_F5-Item39,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F5-Item39.pdf,pdf,,,
ce_b1_f5-item40,,Letter from Junius Bird to Donald Crabtree,"Bird, Junius B.",1971-09-30,1971-09-30,,Typewritten letter from Junius Bird where he updated Crabtree on the situation with Carl Phagan and where he thinks that the excavation idea came from. He said he would try to have someone examine the material if he could find someone he trusted and he would report back to Crabtree.,personal correspondence; research; excavation (sites); typewritten,"Crabtree, Donald ""Don"" E.","Phagan, Carl; McNeish; Scottie; Lucy","New York, New York",40.70756044014964,-73.98246136239544,"Kimberly, Idaho",42.5335805982885,-114.36611902175405,CE_B1_F5-Item40,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F5-Item40.pdf,pdf,,,
ce_b1_f5-item41,,Letter from Donald Crabtree to Junius Bird,"Crabtree, Donald ""Don"" E.",1971-11-04,1971-11-04,,"Typewritten letter from Donald Crabtree where he told Junius Bird that he discovered who recommended Carl Phagan to write to Bird about excavating the Manning Lake site, and said he hadn't heard anything from Phagan recently. He updated him on his recent travels and work.",personal correspondence; research; experimental archaeology; excavation (sites); travel; conferencess; typewritten,"Bird, Junius B.","Phagan, Carl; Daugherty; Bordes, Francois; Fitting; Patterson, Tom; Stockman; Karen; Dick; Peggy; Lewis Johnson, Lucy","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"New York, New York",40.70756044014964,-73.98246136239544,CE_B1_F5-Item41,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F5-Item41.pdf,pdf,,,
ce_b1_f5-item48,,Letter from Junius Bird to Donald Crabtree,"Bird, Junius B.",1976-10-19,1976-10-19,,Handwritten letter from Junius Bird to give his condolences for Evelyn's passing.,personal correspondence; death; handwritten,"Crabtree, Donald ""Don"" E.",Marie,"New York, New York",40.70756044014964,-73.98246136239544,,,,CE_B1_F5-Item48,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Handwritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B1_F5-Item48.pdf,pdf,,,
ce_b11_f2-item87,,Card from Jacques Tixier to Donald and Evelyn Crabtree,"Tixier, Jacques",,N/A,N/A,Card from Jacques Tixier wishing a happy new year. Tixier informs Crabtree of his separation from his wife.,familial problems; well wishes; holiday card; personal correspondence,"Crabtree, Donald ""Don"" E; Crabtree, Evelyn",Juliette Tixier,"Paris, France",48.85770423805408,2.350809629578002,"Kimberly, Idaho",42.86404721001556,-112.4486321200655,CE_B11_F2-Item87,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng; fre,,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,no,letter,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B11_F2-Item87.pdf,pdf,,,
ce_b11_f6-item77,,Letter from Donald Crabtree to George F. Wili,"Crabtree, Donald ""Don"" E.",1972-11-27,1972-11-27,,Letter sharing Crabtree's health issues. He was interested in Muller-Beck's work with Wili and shares that he is sending a folsom point for Wili's use.,professional correspondence; lithic technology; flintknapping; travel; illness; health; material exchange; artifact exchange,"Wili, George F.",Hans Muller-Beck,"Kimberly, Idaho",42.86404721001556,-112.44863212006555,"Zurich, Switzerland",47.37649041487005,8.5411967171492,CE_B11_F6-Item77,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,no,Letter,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B11_F6-Item77.pdf,pdf,,,
ce_b11_f6-item78,,Letter from George F. Wili to Donald Crabtree,"Wili, George F.",1973-02-20,1973-02-20,,Letter asking if Crabtree received the knife Wili sent. He discusses his visit with Muller-Beck and shares travel plans in the U.S.A.,professional correspondence; lithic technology; flintknapping; travel; material exchange; artifact exchange,"Crabtree, Donald ""Don"" E.",Hans Muller-Beck,"Zurich, Switzerland",47.37649041487005,8.5411967171492,"Kimberly, Idaho",42.86404721001556,-112.44863212006555,CE_B11_F6-Item78,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,no,Letter,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B11_F6-Item78.pdf,pdf,,,
ce_b11_f6-item87,,Letter from George F. Wili to Donald Crabtree,"Wili, George F.",,N/A,N/A,"Letter sharing Wili's health issues, personal life transitions, and folsom points.",personal correspondence; flintknapping; experimental archaeology; illness; health; marriage,"Crabtree, Donald ""Don"" E.",N/A,"Santa Monica, California",34.02000591459737,-118.48659254556995,"Kimberly, Idaho",42.86404721001556,-112.44863212006555,CE_B11_F6-Item87,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,no,Letter,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B11_F6-Item87.pdf,pdf,,,
ce_b11_f6-item90,,Card from George Wili to Donald Crabtree,"Wili, George F.",1905-05-31,1905-05-31,yes,Letter discussing personal changes and health issues. He wishes happy holidays.,personal correspondence; health; marriage; flintknapping,"Crabtree, Donald ""Don"" E.",N/A,N/A,N/A,,"Kimberly, Idaho",42.86404721001556,-112.44863212006555,CE_B11_F6-Item90,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,no,Card,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B11_F6-Item90.pdf,pdf,,,
ce_b19_f1-item1,,Reserve Life Insurance Company Benefit Coverage check,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item1,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Benefit coverage check,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item1.pdf,pdf,,,
ce_b19_f1-item10,,Penny Wise Drug Store Charge Ticket,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item10,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Charge ticket,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item10.pdf,pdf,,,
ce_b19_f1-item100,,Receipt,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item100,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Receipt,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item100.pdf,pdf,,,
ce_b19_f1-item101,,Penny Wise Drug Store Charge Ticket,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item101,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Charge ticket,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item101.pdf,pdf,,,
ce_b19_f1-item102,,Penny Wise Drug Store Charge Ticket,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item102,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Charge ticket,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item102.pdf,pdf,,,
ce_b19_f1-item103,,Penny Wise Drug Store Charge Ticket,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item103,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Charge ticket,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item103.pdf,pdf,,,
ce_b19_f1-item104,,Medicare Benefits Record,N/A,1979-02-02,1979-02-02,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item104,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Benefits record,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item104.pdf,pdf,,,
ce_b19_f1-item105,,Medication Record,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item105,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medication record,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item105.pdf,pdf,,,
ce_b19_f1-item106,,Explanation of Benefits,N/A,1979-04-10,1979-04-10,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item106,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Explanation of benefits,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item106.pdf,pdf,,,
ce_b19_f1-item107,,Magic Valley Memorial Hospital Bill,N/A,1979-02-13,1979-02-13,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item107,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item107.pdf,pdf,,,
