objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,cabinet,drawer,box,bag,type_point,material,material_source,length_mm,width_mm,thickness_mm,weight,count,GGOI,filename,display_template,object_location,image_thumb,image_small
ce_cb_d3_1454-a,,Ce.1454,Indigenous,,4500-5500 BP,yes,"Former Jomon. About 5500-4500 years ago from Daigi site, northern Honshu Japan.",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_1454-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Japan,28.31,40.26,6.73,9.5,1,,CE_CB_D3_1454-a.jpg,artifact_image,,,
ce_cb_d3_1454-b,ce_cb_d3_1454-a,Ce.1454,Indigenous,,4500-5500 BP,yes,"Former Jomon. About 5500-4500 years ago from Daigi site, northern Honshu Japan.",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_1454-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Japan,28.31,40.26,6.73,9.5,1,,CE_CB_D3_1454-b.jpg,artifact_image,,,
ce_cb_d3_1455-a,,Ce.1455,Indigenous,,2700-3500 BP,yes,"Late Jomon. About 3500-2700 years ago from Matsushima, Miyagi-prefecture, northern part of Honshu, Japan.",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_1455-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Japan,29.6,31.31,5.82,6,1,,CE_CB_D3_1455-a.jpg,artifact_image,,,
ce_cb_d3_1455-b,ce_cb_d3_1455-a,Ce.1455,Indigenous,,2700-3500 BP,yes,"Late Jomon. About 3500-2700 years ago from Matsushima, Miyagi-prefecture, northern part of Honshu, Japan.",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_1455-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Japan,29.6,31.31,5.82,6,1,,CE_CB_D3_1455-b.jpg,artifact_image,,,
ce_cb_d3_1456-a,,Ce.1456,Indigenous,,4500-5500 BP,yes,"Former Jomon. About 5500-4500 years ago from Daigi site, northern part of Honshu, Japan.",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_1456-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Japan,52.81,41.99,6.97,22.3,1,,CE_CB_D3_1456-a.jpg,artifact_image,,,
ce_cb_d3_1456-b,ce_cb_d3_1456-a,Ce.1456,Indigenous,,4500-5500 BP,yes,"Former Jomon. About 5500-4500 years ago from Daigi site, northern part of Honshu, Japan.",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_1456-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Japan,52.81,41.99,6.97,22.3,1,,CE_CB_D3_1456-b.jpg,artifact_image,,,
ce_cb_d3_1457-a,,Ce.1457,Indigenous,,2700-3500 BP,yes,"Late Jomon. About 3500-2700 years ago from Matsushima, Miyagi-prefecture, northern part of Honshu, Japan.",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_1457-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Japan,36.77,31.76,5.39,8.3,1,,CE_CB_D3_1457-a.jpg,artifact_image,,,
ce_cb_d3_1457-b,ce_cb_d3_1457-a,Ce.1457,Indigenous,,2700-3500 BP,yes,"Late Jomon. About 3500-2700 years ago from Matsushima, Miyagi-prefecture, northern part of Honshu, Japan.",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_1457-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Japan,36.77,31.76,5.39,8.3,1,,CE_CB_D3_1457-b.jpg,artifact_image,,,
ce_cb_d3_2569-a,,Ce.2569,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2569-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,North India,50.96,78.63,3.75,16.9,1,,CE_CB_D3_2569-a.jpg,artifact_image,,,
ce_cb_d3_2569-b,ce_cb_d3_2569-a,Ce.2569,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2569-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,North India,50.96,78.63,3.75,16.9,1,,CE_CB_D3_2569-b.jpg,artifact_image,,,
ce_cb_d3_2570-a,,Ce.2570,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2570-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Bhita site, India",25.72,34.77,3.92,4.1,1,,CE_CB_D3_2570-a.jpg,artifact_image,,,
ce_cb_d3_2570-b,ce_cb_d3_2570-a,Ce.2570,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2570-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Bhita site, India",25.72,34.77,3.92,4.1,1,,CE_CB_D3_2570-b.jpg,artifact_image,,,
ce_cb_d3_2571-a,,Ce.2571,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2571-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Moiher site (?), India",14.79,37.13,5.12,2.1,1,,CE_CB_D3_2571-a.jpg,artifact_image,,,
ce_cb_d3_2571-b,ce_cb_d3_2571-a,Ce.2571,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2571-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Moiher site (?), India",14.79,37.13,5.12,2.1,1,,CE_CB_D3_2571-b.jpg,artifact_image,,,
ce_cb_d3_2572-a,,Ce.2572,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2572-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Bhita site, India",34.76,40.34,4.54,7.9,1,,CE_CB_D3_2572-a.jpg,artifact_image,,,
ce_cb_d3_2572-b,ce_cb_d3_2572-a,Ce.2572,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2572-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Bhita site, India",34.76,40.34,4.54,7.9,1,,CE_CB_D3_2572-b.jpg,artifact_image,,,
ce_cb_d3_2573-a,,Ce.2573,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2573-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Bhita site (?), India",23.03,21.08,9.86,6.4,1,,CE_CB_D3_2573-a.jpg,artifact_image,,,
ce_cb_d3_2573-b,ce_cb_d3_2573-a,Ce.2573,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2573-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Bhita site (?), India",23.03,21.08,9.86,6.4,1,,CE_CB_D3_2573-b.jpg,artifact_image,,,
ce_cb_d3_2574-a,,Ce.2574,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2574-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Fatehpur Sikri, India",32.67,37.53,8.89,12.2,1,,CE_CB_D3_2574-a.jpg,artifact_image,,,
ce_cb_d3_2574-b,ce_cb_d3_2574-a,Ce.2574,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2574-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Fatehpur Sikri, India",32.67,37.53,8.89,12.2,1,,CE_CB_D3_2574-b.jpg,artifact_image,,,
ce_cb_d3_2575-a,,Ce.2575,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2575-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Fatehpur Sikri, India",35.87,25.32,9.16,8.5,1,,CE_CB_D3_2575-a.jpg,artifact_image,,,
ce_cb_d3_2575-b,ce_cb_d3_2575-a,Ce.2575,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2575-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Fatehpur Sikri, India",35.87,25.32,9.16,8.5,1,,CE_CB_D3_2575-b.jpg,artifact_image,,,
ce_cb_d3_2576-a,,Ce.2576,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2576-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Bhita, India",31.2,35.14,6.38,9.7,1,,CE_CB_D3_2576-a.jpg,artifact_image,,,
ce_cb_d3_2576-b,ce_cb_d3_2576-a,Ce.2576,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2576-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Bhita, India",31.2,35.14,6.38,9.7,1,,CE_CB_D3_2576-b.jpg,artifact_image,,,
ce_cb_d3_2577-a,,Ce.2577,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2577-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Bhita, India",34.92,33.39,21.57,27,1,,CE_CB_D3_2577-a.jpg,artifact_image,,,
ce_cb_d3_2577-b,ce_cb_d3_2577-a,Ce.2577,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2577-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Bhita, India",34.92,33.39,21.57,27,1,,CE_CB_D3_2577-b.jpg,artifact_image,,,
ce_cb_d3_2578-a,,Ce.2578,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2578-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Fatehpur Sikri, India",28.19,15.16,8.31,4.6,1,,CE_CB_D3_2578-a.jpg,artifact_image,,,
ce_cb_d3_2578-b,ce_cb_d3_2578-a,Ce.2578,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2578-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Fatehpur Sikri, India",28.19,15.16,8.31,4.6,1,,CE_CB_D3_2578-b.jpg,artifact_image,,,
ce_cb_d3_2579-a,,Ce.2579,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2579-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Fatehpur Sikri, India",30.49,13.25,8.01,2.8,1,,CE_CB_D3_2579-a.jpg,artifact_image,,,
ce_cb_d3_2579-b,ce_cb_d3_2579-a,Ce.2579,,,N/A,,"Gift of Margo Curl, 1986, see note",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2579-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,ceramic,"Fatehpur Sikri, India",30.49,13.25,8.01,2.8,1,,CE_CB_D3_2579-b.jpg,artifact_image,,,
ce_cb_d3_2796-a,,Ce.2796,Indigenous,,N/A,,"Black and white, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2796-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Anasazi,46.53,36.6,5.38,8.36,1,,CE_CB_D3_2796-a.jpg,artifact_image,,,
ce_cb_d3_2796-b,ce_cb_d3_2796-a,Ce.2796,Indigenous,,N/A,,"Black and white, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2796-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Anasazi,46.53,36.6,5.38,8.36,1,,CE_CB_D3_2796-b.jpg,artifact_image,,,
ce_cb_d3_2798-a,,Ce.2798,Indigenous,,N/A,,"Black and white, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2798-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Mexico,45.8,24.15,4.78,5.1,1,,CE_CB_D3_2798-a.jpg,artifact_image,,,
ce_cb_d3_2798-b,ce_cb_d3_2798-a,Ce.2798,Indigenous,,N/A,,"Black and white, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2798-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Mexico,45.8,24.15,4.78,5.1,1,,CE_CB_D3_2798-b.jpg,artifact_image,,,
ce_cb_d3_2799-a,,Ce.2799,Indigenous,,N/A,,"Impressed, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2799-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,N/A,38.21,23.84,6.19,4.2,1,,CE_CB_D3_2799-a.jpg,artifact_image,,,
ce_cb_d3_2799-b,ce_cb_d3_2799-a,Ce.2799,Indigenous,,N/A,,"Impressed, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2799-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,N/A,38.21,23.84,6.19,4.2,1,,CE_CB_D3_2799-b.jpg,artifact_image,,,
ce_cb_d3_2800-a,,Ce.2800,Indigenous,,N/A,,"Black and white, rim, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2800-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,N/A,37.01,40.61,5.31,9.8,1,,CE_CB_D3_2800-a.jpg,artifact_image,,,
ce_cb_d3_2800-b,ce_cb_d3_2800-a,Ce.2800,Indigenous,,N/A,,"Black and white, rim, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_2800-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,N/A,37.01,40.61,5.31,9.8,1,,CE_CB_D3_2800-b.jpg,artifact_image,,,
ce_cb_d3_53-a,,Ce.53,,,N/A,,"Necklace, ""Jadeite necklace restrung - beads authentic - Mexico. (JW)
63 subspherical, 10 tube, 1 grooved, 6 flat, 1 misc. (EL)""",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_53-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,id include 'a' but no matching 'b' objects,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,N/A,,,,143.9,81,,CE_CB_D3_53-a.jpg,artifact_image,,,
ce_cb_d3_61-a,,Ce.61,,,N/A,,"Necklace, restrung, beads authentic",cultural artifacts; lithics,,,,,,,,,CE_CB_D3_61-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,id include 'a' but no matching 'b' objects,no publish - artifacts,B,3,N/A,N/A,,,N/A,,,,258.0,128,,CE_CB_D3_61-a.jpg,artifact_image,,,
ce_cb_d3_6430-a,,Ce.6430,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CB_D3_6430-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Mexico,17.44,19.81,8.58,2.6,1,,CE_CB_D3_6430-a.jpg,artifact_image,,,
ce_cb_d3_6430-b,ce_cb_d3_6430-a,Ce.6430,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CB_D3_6430-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Mexico,17.44,19.81,8.58,2.6,1,,CE_CB_D3_6430-b.jpg,artifact_image,,,
ce_cb_d3_6431-a,,Ce.6431,Indigenous,,N/A,,Polychrome,cultural artifacts; lithics,,,,,,,,,CE_CB_D3_6431-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Mexico,34.21,23.47,9.35,6.3,1,,CE_CB_D3_6431-a.jpg,artifact_image,,,
ce_cb_d3_6431-b,ce_cb_d3_6431-a,Ce.6431,Indigenous,,N/A,,Polychrome,cultural artifacts; lithics,,,,,,,,,CE_CB_D3_6431-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,Mexico,34.21,23.47,9.35,6.3,1,,CE_CB_D3_6431-b.jpg,artifact_image,,,
ce_cb_d3_65-a,,Ce.65,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CB_D3_65-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,N/A,73.47,76.03,5.02,27.9,1,,CE_CB_D3_65-a.jpg,artifact_image,,,
ce_cb_d3_65-b,ce_cb_d3_65-a,Ce.65,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CB_D3_65-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,N/A,73.47,76.03,5.02,27.9,1,,CE_CB_D3_65-b.jpg,artifact_image,,,
ce_cb_d3_66-a,,Ce.66,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CB_D3_66-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,N/A,79.86,74.6,7.85,39.6,1,,CE_CB_D3_66-a.jpg,artifact_image,,,
ce_cb_d3_66-b,ce_cb_d3_66-a,Ce.66,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CB_D3_66-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,N/A,79.86,74.6,7.85,39.6,1,,CE_CB_D3_66-b.jpg,artifact_image,,,
ce_cb_d3_67-a,,Ce.67,Indigenous,,N/A,,,cultural artifacts; lithics,,,,,,,,,CE_CB_D3_67-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,3,N/A,N/A,sherd,pottery,N/A,83.74,86.52,24.64,55.9,1,,CE_CB_D3_67-a.jpg,artifact_image,,,
